index,topics
PLAIN-1920,"['fruit', 'gut flora', 'antibiotics', 'vegetables', 'cancer', 'supplements', 'fiber', 'obesity', 'omnivores', 'plant-based diets', 'red meat', 'prostate cancer', 'propionate', 'poultry', 'mortality']"
PLAIN-1921,"['liver health', 'medications', 'peanuts', 'liver disease', 'Lifestyle medicine', 'kidney beans', 'legumes', 'peas', 'pinto beans', 'soybeans', 'vegetables', 'side effects', 'rice', 'prediabetes', 'insulin']"
PLAIN-1922,"['diabetes', 'insulin', 'fat', 'fruit', 'meat', 'sugar', 'saturated fat', 'plant-based diets', 'blood sugar', 'fiber', 'grains', 'eggs', 'dairy', 'chronic diseases', 'vegetarians']"
PLAIN-1923,"['heart disease', 'mortality', 'nuts', 'cardiovascular disease', 'olive oil', 'cancer', 'Mediterranean diet', 'plant-based diets', 'alcohol', 'meat', 'dairy', 'fish', 'exercise', 'walnuts', 'smoking']"
PLAIN-1924,"[""women's health"", 'reproductive health', 'hormones', 'cancer', 'organic foods', 'children', 'industry influence', 'farm animals', 'pesticides', ""men's health"", 'birth defects', 'industrial toxins', 'meat', 'vegetables', 'salmon']"
PLAIN-1925,"['paleolithic diets', 'evolution', 'heart disease', 'cardiovascular disease', 'plant-based diets', 'fiber', 'heart health', 'meat', 'fat', 'diabetes', 'cardiovascular health', 'blood pressure', 'mortality', 'prediabetes', 'brains']"
PLAIN-1926,"['heart health', 'heart disease', 'hormones', ""women's health"", 'stroke', 'estrogen', 'menopause', 'cancer', 'breast cancer', 'cardiovascular disease', 'breast disease', 'cancer survival', 'vegetables', 'broccoli', 'breast health']"
PLAIN-1927,"['puberty', 'children', 'breast cancer', 'animal products', 'hormones', 'cancer', 'meat', ""women's health"", 'breast health', 'milk', 'dairy', 'adolescence', 'breast disease', 'breast development', 'animal protein']"
PLAIN-1928,"['mood', ""women's health"", 'alternative medicine', 'plant-based diets', 'menstruation', 'mental health', 'vegetarians', 'depression', 'poultry', 'animal products', 'turkey', 'complementary medicine', 'vegans', 'hormones', 'eggs']"
PLAIN-1929,"['pregnancy', 'supplements', ""women's health"", 'breast milk', 'breastfeeding', 'infants', 'plant-based diets', 'b12', 'nutrition myths', 'vitamin B12', 'thyroid disease', 'staph infection', 'pus', 'children', 'thyroid health']"
PLAIN-1930,"['meat', 'food additives', 'vegans', 'cardiovascular health', 'cardiovascular disease', 'plant-based diets', 'vegetarians', 'heart health', 'heart disease', 'turkey', 'animal products', 'processed foods', 'poultry', 'chicken', 'cancer']"
PLAIN-1931,"['oils', 'onions', 'peas', 'nutrition myths', 'nutrient absorption', 'grilling', 'leeks', 'microwaving', 'phytonutrients', 'vegetable oil', 'vegetables', 'zucchini', 'Swiss chard', 'spinach', 'raw food']"
PLAIN-1932,"['poultry', 'McDonald’s', 'processed meat', 'red meat', 'white meat', 'sodium', 'salt', 'hypertension', 'heart health', 'cardiovascular disease', 'blood pressure', 'beef', 'chicken', 'Consumers Union', 'heart disease']"
PLAIN-1933,"['mad cow disease', 'brain health', 'seafood', 'fish', 'heavy metals', 'mercury', 'omnivores', 'factory farming practices', 'meat', 'vegetarians', 'beef', 'neurotoxins', 'ciguatera', 'cholera', 'brain parasites']"
PLAIN-1934,"['plant-based diets', 'vegans', 'vegetarians', 'cancer', 'heart disease', 'in vitro studies', 'exercise', 'cholesterol', 'Africa', 'heart health', 'cardiovascular health', 'breast cancer', 'cardiovascular disease', 'meat', 'animal products']"
PLAIN-1935,"['gut flora', 'colon health', 'plant-based diets', 'fiber', 'fruit', 'vegetarians', 'vegans', 'antibiotics', 'vegetables', 'obesity', 'immune function', 'cancer', 'allergies', 'soy', 'asthma']"
PLAIN-1937,"['meat', 'vegetables', 'dairy', 'fruit', 'plant-based diets', 'cancer', 'junk food', 'animal products', 'beans', 'vegans', 'vegetarians', 'exercise', 'eggs', 'mortality', 'animal fat']"
PLAIN-1938,"['meat', 'chicken', 'plant-based diets', 'processed foods', 'animal products', 'poultry', 'turkey', 'vegetables', 'animal fat', 'cancer', 'cardiovascular disease', 'mortality', 'cholesterol', 'bacon', 'fiber']"
PLAIN-1939,"['seeds', 'Slovenia', 'pork', 'plant-based diets', 'mortality', 'nuts', 'smoking', 'soda', 'vegans', 'vegetables', 'vegetarians', 'tofu', 'tobacco', 'standard American diet', 'stroke']"
PLAIN-1940,"['New York City', 'ovary health', 'plant-based diets', 'pork', 'mood', 'milk', 'mastectomy', 'meat', 'medications', 'menstruation', 'poultry', 'premenstrual syndrome', 'turkey', 'vegans', 'vegetarians']"
PLAIN-1941,"['fiber', 'plant-based diets', 'fat', 'obesity', 'cholesterol', 'vegans', 'gut flora', 'weight loss', 'animal products', 'meat', 'vegetarians', 'inflammation', 'omnivores', ""men's health"", 'LDL cholesterol']"
PLAIN-1942,"['pain', 'peppers', 'nausea', 'mortality', 'medications', 'Salmonella', 'stomach health', 'substance P', 'spicy food', 'spices', 'side effects', 'irritable bowel syndrome', 'inflammation', 'Cayenne pepper', 'chronic diseases']"
PLAIN-1943,"['cancer', 'breast cancer', ""men's health"", 'plant-based diets', 'beans', ""women's health"", 'fruit', 'vegetarians', 'meat', 'vegans', 'vegetables', 'animal products', 'cardiovascular disease', 'animal fat', 'antioxidants']"
PLAIN-1944,"['prostate cancer', 'cancer', ""men's health"", ""women's health"", 'breast health', 'meat', 'breast cancer', 'plant-based diets', 'metastases', 'vegans', 'cancer survival', 'vegetarians', 'eggs', 'mortality', 'dairy']"
PLAIN-1945,"[""men's health"", 'prostate health', 'prostate cancer', 'surgery', 'animal fat', 'cancer', 'China', 'BPH', 'alternative medicine', 'standard American diet', 'heart disease', 'heart health', 'cardiovascular disease', 'vegetarians', 'vegans']"
PLAIN-1946,"['plant-based diets', 'fruit', 'vegetables', 'cancer', 'fat', 'heart health', 'vegetarians', 'vegans', 'meat', 'cardiovascular health', 'animal protein', 'cardiovascular disease', 'mortality', 'blood pressure', 'cholesterol']"
PLAIN-1947,"['protein', 'cancer', 'animal protein', 'soy', 'legumes', 'beans', 'soy milk', 'veggie bacon', 'tofu', 'peas', 'Japan', 'IGF-1', 'lentils', 'meat analogs', 'veggie burgers']"
PLAIN-1948,"['plant-based diet', 'pain', 'rheumatoid arthritis', 'urinary tract infections', ""women's health"", 'vegetarians', 'vegans', 'lignans', 'joint health', 'cancer', 'C-reactive protein', 'autoimmune diseases', 'cardiovascular health', 'gut flora', 'joint disease']"
PLAIN-1949,"['antidepressants', 'medications', ""SSRI's"", 'mood', 'depression', 'side effects', 'mental health', 'fish', 'complementary medicine', 'alternative medicine', 'sexual dysfunction', 'brain health', 'animal products', 'drug residues', 'fruit']"
PLAIN-1950,"['dried fruit', 'cholesterol', 'weight loss', 'apples', 'fruit', 'industry influence', 'California Dried Plum Board', 'LDL cholesterol', 'inflammation', 'sugar', 'fiber', 'heart disease', ""women's health"", 'heart health', 'fat']"
PLAIN-1951,"['mortality', 'plant protein', ""men's health"", 'fruit', 'eggs', 'plant-based diets', 'prostate cancer', 'vegetables', 'vegetarians', 'vegans', 'turkey', 'protein', 'cruciferous vegetables', 'animal protein', 'animal products']"
PLAIN-1952,"['MRSA', 'poultry', 'meat', 'gut flora', 'growth promoters', 'skin health', 'turkey', 'toxic megacolon', 'supermarkets', 'superbugs', 'foodborne illness', 'food poisoning', 'chicken', 'C. diff', 'antibiotics']"
PLAIN-1953,"['nutrition myths', 'Nutrasweet', 'brain health', 'aspartame']"
PLAIN-1954,"['inflammation', 'autoimmune diseases', 'spices', 'Tumor necrosis factor', 'turmeric', 'arthritis', 'side effects', 'rosemary', 'oxidative stress', 'poultry', 'blood pressure', 'pepper', 'greens', 'supplements', 'steroids']"
PLAIN-1955,"['schizophrenia', 'mental health', 'brain health', 'vitamin B12', 'b12', 'neuropathy', 'plant-based diets', 'supplements', 'food poisoning', 'vegetarians', 'vegans', 'foodborne illness', 'hair health', 'dementia', 'nerve health']"
PLAIN-1956,"['plums', 'prunes', 'plant-based diets', 'Metamucil', 'laxatives', 'medications', 'stool size', 'vegetarians', ""women's health"", 'vegans', 'surgery', 'supplements', 'industry influence', 'fruit', 'California Dried Plum Board']"
PLAIN-1957,"['vitamin D', 'Institute of Medicine', 'dietary guidelines', 'bone health']"
PLAIN-1958,"['children', 'cancer', 'breast cancer', 'premature puberty', ""women's health"", 'hormones', 'animal products', 'dairy', ""men's health"", 'breast health', 'milk', 'meat', 'adolescence', 'obesity', 'breast development']"
PLAIN-1959,"['recipes', 'smoothies', 'soy milk', 'tofu', 'fruit', 'frozen fruit', 'chocolate', 'cocoa', 'date sugar', 'Dutched cocoa', 'cherries']"
PLAIN-1960,"['rhabdomyolysis', 'salmon', 'putrescine', 'natural toxins', 'scombroid poisoning', 'seafood', 'tetrodotoxin', 'spoilage', 'spermine', 'semen', 'muscle health', 'muscle disease', 'dogs', 'cooking temperature', 'cadavers']"
PLAIN-1961,"['industry influence', 'Mayo Clinic', 'hormones', 'heart health', 'heart disease', 'menopause', 'Premarin', ""women's health"", 'stroke', 'side effects', 'FDA', 'estrogen', 'breast disease', 'cancer', 'breast cancer']"
PLAIN-1962,"['protein', 'greens', 'fruit', 'animal fat', 'vegetables', 'plant protein', 'antioxidants', 'DNA damage', 'beta carotene', 'bell peppers', 'broccoli', 'Chernobyl', 'citrus', 'children', 'surgery']"
PLAIN-1963,"['seeds', ""women's health"", 'heart health', 'breast cancer', 'iron', 'nuts', 'heart disease', 'cardiovascular disease', 'cancer', 'sunflower seeds', 'squash seeds', 'beans', 'greens', 'meat', 'soy']"
PLAIN-1964,"['stevia', 'sweeteners', 'artificial sweeteners', 'Truvia', 'DNA damage', 'pesticides', 'saccharin', 'Z-Sweet', 'Nutrasweet', 'migraine headaches', 'sorbitol', 'laxatives', 'Splenda', 'xylitol', 'Sweet One']"
PLAIN-1965,"['uric acid', 'side effects', 'gout', 'animal studies', 'mushrooms', 'inflammation', 'fruit', 'fish', 'chronic diseases', 'arthritis', 'asparagus', 'cherries', 'grapes', 'colon health', 'joint health']"
PLAIN-1966,"['potatoes', 'fruit', 'phytonutrients', 'DNA damage', 'cancer', 'oxidative stress', 'plant-based diets', 'tea', 'anthocyanins', 'vegetables', 'cabbage', 'walnuts', 'chronic diseases', 'diabetes', 'chickpeas']"
PLAIN-1967,"['oral health', 'mouth cancer', 'steroids', 'sunchokes', 'watercress', 'vegetables', 'medications', 'lichen planus', 'celery root', 'autoimmune diseases', 'artichokes', 'complementary medicine', 'fiddlehead ferns', 'Jerusalem artichokes', 'immune function']"
PLAIN-1968,"['inflammation', 'milk', 'heart health', 'dairy', 'cardiovascular disease', 'heart disease', 'cholesterol', 'cheese', 'Europe', 'factory farming practices', 'calcium', 'bok choy', 'allergies', 'antibiotics', 'antioxidants']"
PLAIN-1969,"['spermine', 'fish', 'meat', 'biogenic amines', 'cadaverine', 'cranberries', 'citrus', 'fruit', 'seafood', 'ginger', 'blueberries', 'berries', 'spoilage', 'salmon', 'gingerols']"
PLAIN-1970,"['supplements', 'vitamin E', 'nutrition myths', 'longevity', 'mortality', 'lifespan']"
PLAIN-1971,"['phytonutrients', 'red onions', 'rectal cancer', 'colon cancer', 'fruit', 'flavonoids', 'cancer', 'citrus', 'buckwheat', 'cancer survival', 'chicken', 'carcinogens', 'colon health', 'berries', 'animal protein']"
PLAIN-1972,"['malaria', 'spices', 'alternative medicine', 'complementary medicine', 'medications', 'aspirin', 'lovastatin', 'leukemia', 'mold', 'mortality', 'morphine', 'LDL cholesterol', 'heart failure', 'digoxin', 'diabetes']"
PLAIN-1973,"['cardiovascular disease', 'heart disease', 'heart health', 'buckwheat', 'carotid arteries', 'amaranth', 'bread', 'grains', 'bagels', 'barley', 'yerba mate', 'rice', 'rye', 'teff', 'processed foods']"
PLAIN-1974,"['pH', 'omnivores', 'plant protein', 'plant-based diets', 'pork', 'muscle strength', 'muscle health', 'lifespan', 'meat', 'milk', 'mortality', 'potassium', 'protein', 'vegans', 'vegetable protein']"
PLAIN-1975,"['mushrooms', 'seafood', 'soy', 'tomatoes', 'horsemeat', 'flatulence', 'Atkins diet', 'chicken', 'dairy', 'fish', 'animal studies']"
PLAIN-1976,"['animal products', 'Asian markets', 'brains', 'cats', 'Asia', 'standard American diet', 'Rice Diet', 'China', 'vaccines', 'cooking methods', 'philippines', 'Vietnam', 'viral infections', 'zoonotic disease', 'meat']"
PLAIN-1977,"['organic foods', 'pork', 'meat', 'Listeria', 'industry influence', 'inflammation', 'poultry', 'processed meat', 'USDA', 'Yersinia', 'turkey', 'toxoplasma', 'Salmonella', 'Grave’s disease', 'foodborne illness']"
PLAIN-1978,"['fish', 'cancer', 'medications', 'plant-based diets', 'meat', 'fruit', 'X-rays', 'smoking', 'mortality', 'vegetables', 'chicken', 'industry influence', 'poultry', 'vegans', 'vegetarians']"
PLAIN-1979,"['nuts', 'lung health', 'onions', 'pancreas health', 'potatoes', 'pancreatic cancer', 'lung cancer', 'lettuce', 'kale', 'jalapeno', 'kidney cancer', 'kidney health', 'leeks', 'prostate cancer', 'prostate health']"
PLAIN-1980,"['cruciferous vegetables', 'breast cancer', 'vegetables', 'cauliflower', 'cancer', 'broccoli', 'Brussels sprouts', 'kale', 'cabbage', 'breast health', 'lung cancer', 'onions', 'pancreas health', 'lettuce', 'nuts']"
PLAIN-1981,"['fruit', 'dried fruit', 'industry influence', 'plant-based diets', 'cardiovascular disease', 'berries', 'heart disease', 'heart health', 'vegetables', 'candy', 'soda', 'fatigue', 'grapes', ""women's health"", 'cancer']"
PLAIN-1982,"['vegetables', 'antioxidants', 'phytonutrients', 'fruit', 'cancer', 'USDA', 'plant-based diets', 'greens', 'chemotherapy', 'berries', 'beans', 'meat', 'cancer survival', 'chicken', 'beef']"
PLAIN-1983,"['lifespan', 'TOR', 'aging', 'caloric restriction', 'mortality', 'animal protein', 'mood', 'vegetables', 'plant-based diets', 'fruit', 'longevity', 'dairy', 'enzymes', 'IGF-1', 'standard American diet']"
PLAIN-1984,"['vegans', 'skin health', 'vegetarians', 'grains', 'depression', 'plant-based diets', 'cognition', 'b12', 'brain health', 'chlorination', 'Alzheimer’s disease', 'dementia', 'processed foods', 'pork', 'Twinkies']"
PLAIN-1985,"['berries', 'fruit', 'phytonutrients', 'ranking foods', 'cancer', 'colon health', 'strawberries', 'blueberries', 'apples', 'goji berries', 'rectal cancer', 'antioxidants', 'pork', 'colon cancer', 'oxidative stress']"
PLAIN-1986,"['cancer', 'plant-based diets', 'vegans', 'vegetarians', 'vegetables', 'fruit', 'cooking methods', 'antioxidants', 'brain health', 'brain disease', 'mortality', 'detoxification', 'fatigue', 'chronic diseases', 'pain']"
PLAIN-1987,"['thermogenics', 'plant-based diets', 'vegans', 'vegetables', 'weight loss', 'water', 'vegetarians', 'phytonutrients', 'obesity', 'fiber', 'exercise', 'calories', 'fruit', 'gastric emptying', 'ice diet']"
PLAIN-1988,"['phytonutrients', 'antioxidants', 'fruit', 'cinnamon', 'cloves', 'soy milk', 'spices', 'seeds', 'smoothies', 'ginger', 'erythritol', 'cocoa', 'berries', 'ranking foods', 'milk']"
PLAIN-1989,"['colon cancer', 'cancer', 'vegetables', 'fruit', 'breast cancer', 'vegetarians', 'plant-based diets', 'beans', 'colon health', 'mortality', 'standard American diet', 'vegans', 'meat', 'cardiovascular disease', 'smoking']"
PLAIN-1990,"['recipes', 'ranking foods', 'Pepsi', 'milk', 'red tea', 'wine', 'water', 'tea', 'Red Zinger', 'matcha', 'lemons', 'coffee', 'Coca-Cola', 'black tea', 'beverages']"
PLAIN-1991,"['granny smith apples', 'ranking foods', 'golden delicious apples', 'gala apples', 'apples', 'fruit', 'fuji apples', 'antioxidants']"
PLAIN-1992,"['mortality', 'maraschino cherry', 'liver health', 'liver disease', 'processed foods', 'thyroid health', 'thyroid disease', 'thyroid cancer', 'liver cancer', 'industry influence', 'chemotherapy', 'cancer', 'artificial colors', 'children', 'DNA damage']"
PLAIN-1993,"['meat', 'chicken', 'animal products', 'poultry', 'fish', 'vegans', 'vegetarians', 'turkey', 'cancer', 'fat', 'children', 'white meat', 'plant-based diets', 'animal protein', 'animal fat']"
PLAIN-1994,"['phytonutrients', 'cancer', 'vegetables', 'beef', 'chicken', 'apples', 'animal products', 'fish', 'antioxidants', 'poultry', 'turkey', 'pork', 'onions', 'smoking', 'fruit']"
PLAIN-1995,"['chamomile tea', 'herbal tea', 'tea', 'green tea', 'rooibos tea', ""women's health"", ""men's health"", 'beverages', 'alternative medicine', 'breast health', 'prostate health', 'antioxidants', 'complementary medicine', 'lemongrass', 'peppermint']"
PLAIN-1996,"['cancer', 'plant-based diets', 'wine', 'fruit', 'phytonutrients', 'heart disease', 'alcohol', 'cardiovascular disease', 'vegetables', 'tea', 'antioxidants', 'vegetarians', 'vegans', 'grapes', 'smoking']"
PLAIN-1997,"['lovastatin', 'cholesterol', 'mold', 'medications', 'nutrition myths', 'supplements', 'plant-based diets', 'LDL cholesterol', 'statins', 'berries', 'almonds', 'wound healing', 'Taxol', 'snake oil', 'spices']"
PLAIN-1998,"['recipes', 'ranking foods', 'Pepsi', 'milk', 'Red Bull', 'red tea', 'wine', 'water', 'tea', 'matcha', 'lemons', 'coffee', 'Coca-Cola', 'black tea', 'beverages']"
PLAIN-1999,"['nuts', 'mortality', 'obesity', 'plant protein', 'pneumonia', ""men's health"", 'melanoma', 'heartburn', 'McDonald’s', 'meat', 'medications', 'poultry', 'prostate cancer', 'vegetarians', 'vegetables']"
PLAIN-2000,"['salmon', 'fish', 'meat', 'chicken', 'dairy', 'corn', 'Eggbeaters', 'eggs', 'beverages', 'blueberries', 'cola', 'breastfeeding', 'breast milk', 'flowers', 'Coca-Cola']"
PLAIN-2001,"['paralysis', 'nerve health', 'joint health', 'iritis', 'poultry', 'red meat', 'white meat', 'turkey', 'Salmonella', 'Guillain-Barré syndrome', 'foodborne illness', 'chicken', 'CDC', 'Campylobacter', 'beef']"
PLAIN-2002,"['pregnancy', 'meat', ""women's health"", ""men's health"", 'pesticides', 'organic foods', 'industrial toxins', 'animal products', 'hormones', 'persistent organic pollutants', 'Europe', 'cancer', 'infertility', 'sexual health', 'mortality']"
PLAIN-2003,"['children', 'immune function', 'vegetables', 'asthma', 'cancer', 'common cold', 'fruit', 'supplements', 'vegans', 'endocrine disruptors', 'plant-based diets', 'vegetarians', 'allergies', 'lung disease', 'protein']"
PLAIN-2004,"['hand washing', 'food poisoning', 'foodborne illness', 'poultry', 'cancer', 'chicken', 'pork', 'pregnancy', 'carcinogens', 'sandwiches', 'fecal contamination', 'fecal bacteria', 'salads', 'Outback Steakhouse', 'Netherlands']"
PLAIN-2005,"['pain', 'phytonutrients', 'oxidative stress', 'medications', 'longevity', 'spices', 'xenohormesis', 'vegetables', 'turmeric', 'stress', 'liquid smoke', 'lifespan', 'evolution', 'curcumin', 'chronic diseases']"
PLAIN-2006,"['poultry', 'poultry workers', 'meat', 'chicken', 'farm animals', 'mortality', 'poultry viruses', 'avian leukosis/sarcoma virus', 'cancer viruses', 'animal products', ""Marek's disease virus"", 'eggs', 'cancer', 'turkey', 'autoimmune diseases']"
PLAIN-2007,"['chronic diseases', 'plant-based diets', 'medical education', 'heart disease', 'industry influence', 'heart health', 'diabetes', 'medications', 'cardiovascular disease', 'cholesterol', 'vegans', 'complementary medicine', 'mortality', 'LDL cholesterol', 'stroke']"
PLAIN-2009,"['muscle health', 'natural toxins', 'liver health', 'muscle disease', 'semen', 'seafood', 'scombroid poisoning', 'putrescine', 'meat', 'monkfish', 'puffer fish', 'spermine', 'salmon', 'tetrodotoxin', 'microcystins']"
PLAIN-2010,"['arthritis', 'vegans', 'inflammation', 'vegetarians', 'plant-based diets', 'cancer', 'vegetables', 'cardiovascular health', 'autoimmune diseases', 'heart health', 'meat', 'pain', 'heart disease', 'cholesterol', 'LDL cholesterol']"
PLAIN-2011,"['greens', 'lettuce', 'mesclun mix', 'vegetables', 'fruit', 'carrots', 'celery', 'heart health', 'heart disease', 'hypertension', 'Harvard', 'garlic', 'coriander', 'eggplant', 'exercise']"
PLAIN-2012,"['seafood', 'thiamine', 'turkey', 'saturated fat', 'potassium', 'poultry', 'protein', 'vegans', 'vegetables', 'vitamin C', 'vitamin E', 'weight loss', 'vitamin B12', 'vitamin B1', 'vegetarians']"
PLAIN-2013,"['grains', 'fruit', 'vegetables', 'diabetes', 'plant-based diets', 'meat', 'cardiovascular disease', 'cardiovascular health', 'heart disease', 'Lifestyle medicine', 'heart health', 'cholesterol', 'beans', 'stroke', 'animal products']"
PLAIN-2014,"['Europe', 'rice', 'sudden cardiac death', 'thiamine', 'plant-based diets', 'scurvy', 'Tomato Effect', 'processed foods', 'tomatoes', 'natural toxins', 'supplements', 'Asia', 'arsenic', 'vitamin B1', 'vitamin C']"
PLAIN-2015,"['oxidative stress', 'sesame oil', 'shelf life', 'walnut oil', 'oils', 'macadamia oil', 'avocado oil', 'DNA damage', 'grape seed oil', 'hazelnut oil', 'almond oil']"
PLAIN-2016,"['lung health', 'medical education', 'Louis Pasteur', 'Lifestyle medicine', 'infants', 'mortality', 'Physicians Committee for Responsible Medicine', 'standard American diet', 'vaccines', 'rabies', 'plant-based diets', 'heart health', 'heart disease', 'chronic diseases', 'Dr. Caldwell Esselstyn']"
PLAIN-2017,"['eczema', 'dairy', 'constipation', 'fiber', 'milk', 'soy milk', 'colon health', 'colon disease', 'animal protein', 'anal health', 'anal fissure', 'asthma', 'bowel movements', 'chronic diseases', 'children']"
PLAIN-2018,"['phytonutrients', 'penis health', 'penile bone', 'sexual dysfunction', 'sexual health', 'vegetables', 'tanning beds', 'skin health', 'sexual selection', 'lung health', 'impotence', 'evolution', 'erectile dysfunction', 'diabetes', 'cardiovascular disease']"
PLAIN-2019,"['Institute of Medicine', 'bone health', 'dietary guidelines', 'vitamin D', 'rectal cancer', 'supplements', 'sunlight', 'multiple sclerosis', 'lifespan', 'breast disease', 'breast cancer', 'cancer', 'colon cancer', 'longevity', 'mortality']"
PLAIN-2020,"['hyperactivity', 'exercise', 'medications', 'mental health', 'side effects', 'dopamine', 'complementary medicine', 'alternative medicine', 'ADHD', 'amphetamines', 'attention deficit', 'children', 'brain health', 'addiction']"
PLAIN-2021,"['cooking methods', 'frying', 'cancer', 'carcinogens', 'white meat', 'heterocyclic amines', 'grilling', 'chicken', 'poultry', 'asthma', 'barbecuing', 'cooking temperature', 'detoxification', 'red meat', 'tobacco']"
PLAIN-2022,"['phytonutrients', 'peppermint', 'lemongrass', 'lemon verbena', 'red tea', 'thyme', 'tea', 'rosemary', 'rose hips', 'lavender', 'Korea', 'chamomile tea', 'beverages', 'bergamots', 'antioxidants']"
PLAIN-2023,"['herbal tea', 'prostate health', ""women's health"", ""men's health"", 'red tea', 'breast health', 'chamomile tea', 'breast disease', 'zinc', 'alternative medicine', 'breast cancer', 'cancer', 'bone cancer', 'bone health', 'colon health']"
PLAIN-2024,"['antioxidants', 'tea', 'alternative medicine', 'complementary medicine', 'phytonutrients', 'rosemary', 'berries', 'bergamots', 'beverages', 'chamomile tea', 'rheumatoid arthritis', 'dandelion', 'joint health', 'arthritis', 'health food stores']"
PLAIN-2025,"['antioxidants', 'spices', 'phytonutrients', 'cancer', 'ginger', 'herbs', 'DNA damage', 'medications', 'turmeric', 'oregano', 'oxidative stress', 'side effects', 'complementary medicine', 'vegetables', 'tea']"
PLAIN-2026,"['vegetables', 'greens', 'phytonutrients', 'limonin', 'longevity', 'lifespan', 'ginger', 'gingerols', 'mortality', 'tangeretin', 'theanine', 'rosemary', 'putrescine', 'petunidin', 'fruit']"
PLAIN-2027,"['soy', 'GMO', 'glyphosate', 'soybeans', 'Monsanto', 'pesticides', 'organic foods', ""women's health"", 'industry influence', 'safety limits', 'animal studies', 'pregnancy', 'reproductive health', 'testosterone', ""men's health""]"
PLAIN-2028,"['plant-based diets', 'phytonutrients', 'oxidative stress', 'India', 'pomegranates', 'raisins', 'whortleberries', 'seeds', 'ranking foods', 'gooseberries', 'goji berries', 'berries', 'barberries', 'Asian markets', 'antioxidants']"
PLAIN-2029,"['cruciferous vegetables', 'fruit', 'potatoes', 'vegetables', 'carrots', 'brain health', 'beans', 'leeks', 'kidney health', 'lettuce', 'lung cancer', 'nuts', 'kidney cancer', 'lung health', 'kale']"
PLAIN-2030,"['oxidative stress', 'PhIP', 'phytonutrients', 'meat', 'greens', 'fruit', 'garlic', 'grains', 'pork', 'poultry', 'turkey', 'vegetables', 'red onions', 'rectal cancer', 'protein']"
PLAIN-2031,"['grains', 'heart disease', 'wheat', 'cardiovascular disease', 'heart health', 'amaranth', 'bagels', 'bread', 'diabetes', 'barley', 'chickpeas', 'pasta', 'cancer', 'cardiovascular health', 'legumes']"
PLAIN-2032,"['Sweet and Low', 'sweeteners', 'bladder cancer', 'artificial sweeteners', 'bladder health', 'Nutrasweet', 'safety limits', 'aspartame', 'water', 'Z-Sweet', ""women's health"", 'acrylamide', 'salt', 'tobacco', 'animal studies']"
PLAIN-2033,"['cardiovascular disease', 'heart disease', 'tea', 'processed foods', 'heavy metals', 'chicken', 'green tea', 'soda', 'children', 'sugar', 'herbal tea', 'LDL cholesterol', 'Harvard', 'junk food', 'hibiscus tea']"
PLAIN-2034,"['lung health', 'junk food', 'frying', 'cooking temperature', 'empty calories', 'nutrition myths', 'occupational health', 'vegetable oil', 'tobacco', 'olive oil', 'oils', 'cooking methods', 'coconut oil', 'omega-3 fatty acids', 'Japan']"
PLAIN-2035,"['spices', 'complementary medicine', 'alternative medicine', 'dementia', 'medications', 'Alzheimer’s disease', 'mood', 'mental health', 'side effects', 'brain disease', 'mortality', 'lifespan', 'menstruation', 'depression', 'premenstrual syndrome']"
PLAIN-2036,"['vegetables', 'fruit', 'phytonutrients', 'broccoli', 'raw food', 'antioxidants', 'tomatoes', 'sprouts', 'apples', 'nutrient absorption', 'nuts', 'greens', 'seeds', 'cancer', 'oxidative stress']"
PLAIN-2037,"['meat', 'fruit', 'mortality', 'processed meat', 'vegetables', 'cancer', 'ham', 'bologna', 'hot dogs', 'antioxidants', 'animal products', 'calories', 'LDL cholesterol', 'poultry', 'plant-based diets']"
PLAIN-2038,"['penis health', 'poultry', 'poultry viruses', 'penis cancer', 'pancreatic cancer', 'mortality', 'pancreas health', 'poultry workers', 'salami', 'viral infections', 'wart viruses', 'warts', 'turkey', 'tobacco', 'smoking']"
PLAIN-2039,"['exercise', 'juice', 'nitrate', 'nitric oxide', 'beverages', 'beets', 'plant-based diets', 'athletes', 'beet juice', 'vegetables', 'nitrite', 'animal products', 'cancer', 'meat', 'evolution']"
PLAIN-2040,"['fish', 'chicken', 'meat', 'poultry', 'turkey', 'animal products', 'pregnancy', 'cancer', 'persistent organic pollutants', 'industrial toxins', 'fat', 'animal protein', 'beef', 'seafood', 'pork']"
PLAIN-2041,"['food poisoning', 'foodborne illness', 'chicken', 'poultry', 'meat', 'turkey', 'mortality', 'antibiotics', 'fecal contamination', 'Campylobacter', 'cooking methods', 'fecal bacteria', 'E. coli', 'children', 'industry influence']"
PLAIN-2042,"['lettuce', 'low-fat diets', 'lycopene', 'greens', 'fat', 'cancer', 'cashews', 'dressings', ""men's health"", 'nutrient absorption', 'seeds', 'tomatoes', 'walnuts', 'prostate cancer', 'phytonutrients']"
PLAIN-2043,"['plant-based diets', 'vegetables', 'fruit', 'heart disease', 'cardiovascular disease', 'mortality', 'cancer', 'heart health', 'meat', 'beans', 'animal products', 'vegans', 'eggs', 'processed foods', 'vegetarians']"
PLAIN-2044,"['dietary guidelines', 'industry influence', 'eggs', 'National Dairy Council', 'heart disease', 'meat', 'dairy', 'sugar', 'USDA', 'salt', 'cardiovascular disease', 'cheese', 'cholesterol', 'Michelle Obama', 'vegans']"
